ASIN,Title,Price,Original Price,Currency,Star Rating,Number of Ratings,Product URL,Image URL,Number of Offers,Minimum Offer Price,Best Seller,Amazon Choice,Prime Eligible,Climate Pledge Friendly,Sales Volume,Delivery Info,Has Variations
B0BM76MR7S,"Google Pixel 7 Pro 5G, US Version, 256GB, Obsidian - Unlocked (Renewed)",$293.31,$433.00,USD,4.1,0,https://www.amazon.com/dp/B0BM76MR7S,https://m.media-amazon.com/images/I/51s9hFUcOWL._AC_UY654_FMwebp_QL65_.jpg,10,$279.99,FALSE,FALSE,FALSE,FALSE,300+ bought in past month,"FREE delivery Dec 13 - 16 Or fastest delivery Tomorrow, Dec 13 Arrives before ChristmasOnly 17 left in stock - order soon.",TRUE
B0D7HWR5QG,"Google Pixel 9 Pro XL - Unlocked Android Smartphone with Gemini, Triple Rear Camera System, 24-Hour Battery, and 6.8&quot; Super Actua Display - Obsidian - 256 GB","$1,049.00","$1,199.00",USD,4.4,0,https://www.amazon.com/dp/B0D7HWR5QG,https://m.media-amazon.com/images/I/71NRTIgZjXL._AC_UY654_FMwebp_QL65_.jpg,4,$789.97,FALSE,FALSE,TRUE,FALSE,500+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B09D2ZJLLV,Panasonic KX-TG994 DECT 6.0 Bluetooth 4-Handset Phone Bundle,$89.99,,USD,4.4,0,https://www.amazon.com/dp/B09D2ZJLLV,https://m.media-amazon.com/images/I/610AOW4Ua6L._AC_UY654_FMwebp_QL65_.jpg,12,$84.97,FALSE,FALSE,TRUE,FALSE,1K+ bought in past month,"FREE delivery Thu, Dec 19 Or fastest delivery Sun, Dec 15 Arrives before Christmas",FALSE
B0C22BRGLG,OnePlus Nord N30 5G | Unlocked Dual-SIM Android Smart Phone | 6.7&quot; LCD Display | 8 +128GB | 5000 mAh Battery | 50W Fast Charging | 108MP Camera | Chromatic Gray,$299.99,,USD,4.3,0,https://www.amazon.com/dp/B0C22BRGLG,https://m.media-amazon.com/images/I/610qFsdenLL._AC_UY654_FMwebp_QL65_.jpg,2,$209.27,FALSE,FALSE,TRUE,FALSE,1K+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CV2W1TKZ,"Samsung Galaxy A15 (SM-155M/DSN), 128GB 6GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Ring Grip Case Bundle) (Light Blue)",$164.50,,USD,4.1,0,https://www.amazon.com/dp/B0CV2W1TKZ,https://m.media-amazon.com/images/I/61cl1NEIrdL._AC_UY654_FMwebp_QL65_.jpg,5,$142.50,FALSE,FALSE,TRUE,FALSE,500+ bought in past month,"FREE delivery Tue, Dec 24 Or fastest delivery Thu, Dec 19 Arrives before Christmas",TRUE
B07C4WX72D,"VTech SN5147 Amplified Corded/Cordless Senior Phone with Answering Machine, Call Blocking, 90dB Extra-loud Visual Ringer, One-touch Audio Assist on Handset up to 50dB, White",$83.99,$109.95,USD,4,0,https://www.amazon.com/dp/B07C4WX72D,https://m.media-amazon.com/images/I/810B60xSc4L._AC_UY654_FMwebp_QL65_.jpg,8,$29.95,FALSE,FALSE,FALSE,FALSE,900+ bought in past month,FREE delivery,FALSE
B0CRVWPWKP,Samsung Galaxy A25 5G A256E 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Blue,$195.00,,USD,4,0,https://www.amazon.com/dp/B0CRVWPWKP,https://m.media-amazon.com/images/I/51i2bWQ8xxL._AC_UY654_FMwebp_QL65_.jpg,12,$188.50,FALSE,FALSE,TRUE,FALSE,500+ bought in past month,"FREE delivery Fri, Dec 20 Or fastest delivery Sun, Dec 15 Arrives before Christmas",TRUE
B0CLLV68VK,Xiaomi Redmi Note 13 Pro 5G + 4G Lte (for Tmobile Mint Tello &amp; Global) (256Gb + 8Gb) 6.67 200Mp Triple Global Bands Unlocked (Midnight Black),$289.50,,USD,4.6,0,https://www.amazon.com/dp/B0CLLV68VK,https://m.media-amazon.com/images/I/71ZjanVe7oL._AC_UY654_FMwebp_QL65_.jpg,7,$288.99,FALSE,FALSE,TRUE,FALSE,200+ bought in past month,"FREE delivery Mon, Dec 23 Or fastest delivery Thu, Dec 19 Arrives before Christmas",TRUE
B0CCSZZGT7,TracFone | Motorola Moto g Play | Locked | 32GB | 5000mAh Battery | 16MP Triple Camera System | 6.5 inches 90Hz HD+ Display | Black,$99.88,,USD,4,0,https://www.amazon.com/dp/B0CCSZZGT7,https://m.media-amazon.com/images/I/71pGGUaxezL._AC_UY654_FMwebp_QL65_.jpg,3,$59.99,FALSE,FALSE,TRUE,FALSE,2K+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sun, Dec 15 Arrives before Christmas",FALSE
B08WHKF6RJ,"Samsung Galaxy S21+ 5G, US Version, 128GB, Phantom Black - Unlocked (Renewed)",$224.99,,USD,4,0,https://www.amazon.com/dp/B08WHKF6RJ,https://m.media-amazon.com/images/I/61-QMCHyUES._AC_UY654_FMwebp_QL65_.jpg,13,$180.94,FALSE,FALSE,FALSE,TRUE,1K+ bought in past month,FREE deliveryOnly 4 left in stock - order soon.,FALSE
B0CGWF3F64,"Motorola razr | 2023 | Unlocked | Made for US 8/128 | 32MP Camera | Summer Lilac, 73.95 x 170.82 x 7.35mm",$349.99,$424.99,USD,3.9,0,https://www.amazon.com/dp/B0CGWF3F64,https://m.media-amazon.com/images/I/61nVT+i3rdL._AC_UY654_FMwebp_QL65_.jpg,4,$256.74,FALSE,FALSE,TRUE,FALSE,400+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B0991J62ZY,"Samsung Galaxy A12 (32GB, 3GB) 6.5&quot; HD+, Quad Camera, 5000mAh Battery, Global 4G Volte (AT&amp;T Unlocked for T-Mobile, Verizon, Metro) A125U (Black) (Renewed)",$77.99,$84.00,USD,3.8,0,https://www.amazon.com/dp/B0991J62ZY,https://m.media-amazon.com/images/I/812aalWcysL._AC_UY654_FMwebp_QL65_.jpg,31,$70.00,FALSE,FALSE,FALSE,TRUE,1K+ bought in past month,FREE delivery Dec 13 - 16 Arrives before Christmas,TRUE
B0D195JKYD,"SAMSUNG Galaxy Z Flip 6 AI Cell Phone, 256GB Unlocked Android Smartphone, FlexCam, Photo Assist, Camcorder Mode, Live Interpreter, Foldable Design, 2024, US 1 Yr Manufacturer Warranty, Silver Shadow",$899.99,"$1,099.99",USD,3.8,0,https://www.amazon.com/dp/B0D195JKYD,https://m.media-amazon.com/images/I/51+tXs+7RcL._AC_UY654_FMwebp_QL65_.jpg,2,$653.21,FALSE,FALSE,TRUE,TRUE,400+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sun, Dec 15 Arrives before Christmas",TRUE
B0D9927L49,Motorola Moto G Power 5G | 2023 | Unlocked | Made for US 4/128GB | 50 MPCamera | Mineral Black,$144.99,,USD,4.2,0,https://www.amazon.com/dp/B0D9927L49,https://m.media-amazon.com/images/I/61QKKdjHV0L._AC_UY654_FMwebp_QL65_.jpg,7,$139.99,FALSE,FALSE,FALSE,FALSE,500+ bought in past month,FREE deliveryOnly 3 left in stock - order soon.,TRUE
B0CD2YV1WZ,Motorola Edge | 2022 | 2-Day Battery | Unlocked | Made for US 6/128GB | 50MP Camera | Mineral Gray,$224.99,,USD,4.1,0,https://www.amazon.com/dp/B0CD2YV1WZ,https://m.media-amazon.com/images/I/518sngb0tKL._AC_UY654_FMwebp_QL65_.jpg,2,$123.02,FALSE,FALSE,FALSE,FALSE,100+ bought in past month,"FREE delivery Dec 20 - 26 Or fastest delivery Mon, Dec 16 Arrives before Christmas",TRUE
B098TXKW8K,Motorola Edge | 2021 | 2-Day battery | Unlocked | Made for US | 8/256GB | 108MP Camera | Nebula Blue,$199.99,$220.00,USD,4.2,0,https://www.amazon.com/dp/B098TXKW8K,https://m.media-amazon.com/images/I/712nxo9u15L._AC_UY654_FMwebp_QL65_.jpg,8,$139.99,FALSE,FALSE,TRUE,FALSE,100+ bought in past month,"FREE delivery Mon, Dec 23 Or fastest delivery Sat, Dec 21 Arrives before ChristmasOnly 1 left in stock - order soon.",TRUE
B08HKRVZ4W,"Samsung Galaxy Note 20 5G (128GB, 8GB) 6.7&quot; AMOLED+, Snapdragon 865, Global 5G VoLTE (Fully Unlocked for AT&amp;T, Verizon, Sprint, Metro) N981U (Mystic Bronze) (Renewed)",$239.99,,USD,4.2,0,https://www.amazon.com/dp/B08HKRVZ4W,https://m.media-amazon.com/images/I/71hB8cEDLYL._AC_UY654_FMwebp_QL65_.jpg,18,$179.85,FALSE,FALSE,FALSE,TRUE,500+ bought in past month,"FREE delivery Tomorrow, Dec 13 Arrives before ChristmasOnly 4 left in stock - order soon.",TRUE
B0BLZN9NDG,"SAMSUNG,Galaxy A04e (SM-A042M/DS) Dual SIM 32GB,6.5&#x27;&#x27; GSM Unlocked,International Version-Black",$92.87,$105.00,USD,3.9,0,https://www.amazon.com/dp/B0BLZN9NDG,https://m.media-amazon.com/images/I/71O2YkTlq-L._AC_UY654_FMwebp_QL65_.jpg,11,$87.12,FALSE,FALSE,TRUE,FALSE,1K+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B0CSGK59ZB,"Panasonic Corded/Cordless Phone with Advanced Call Block, 2-Way Recording and Digital Answering Machine, 2 Handsets Expandable up to 6 Cordless Handsets - KX-TGF852B (Black)",$84.99,$99.99,USD,4.4,0,https://www.amazon.com/dp/B0CSGK59ZB,https://m.media-amazon.com/images/I/81ngV9Xg7hL._AC_UY654_FMwebp_QL65_.jpg,2,$50.99,FALSE,FALSE,TRUE,FALSE,900+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B08BX6WZW1,"Samsung Galaxy S20 5G, 128GB, Cosmic Gray - Verizon (Renewed)",$223.30,$450.98,USD,4.1,0,https://www.amazon.com/dp/B08BX6WZW1,https://m.media-amazon.com/images/I/61uy0v+43CL._AC_UY654_FMwebp_QL65_.jpg,5,$155.00,FALSE,FALSE,FALSE,TRUE,50+ bought in past month,"FREE delivery Dec 16 - 18 Or fastest delivery Sat, Dec 14 Arrives before ChristmasOnly 1 left in stock - order soon.",TRUE
B0DK79C9L3,Reno 11 Pro Unlocked Phone 8GB+256GB Unlocked Android Phone 6000 mAh Large Battery Unlocked Cell Phone 50MP+13MP Camera Smartphone 5G Dual SIM (Pearl White),$99.99,$119.99,USD,3,0,https://www.amazon.com/dp/B0DK79C9L3,https://m.media-amazon.com/images/I/61EpdOb5e0L._AC_UY654_FMwebp_QL65_.jpg,1,$99.99,FALSE,FALSE,TRUE,FALSE,50+ bought in past month,"FREE delivery Thu, Dec 19 Or fastest delivery Sat, Dec 14 Arrives before ChristmasOnly 1 left in stock - order soon.",FALSE
B0DD8HL23R,BLU G44 | 2024 | All-Day Battery | Unlocked | 6.8” HD+ Infinity Display | 64GB | Triple 13MP Camera | US Warranty| Blue,$69.99,,USD,3.4,0,https://www.amazon.com/dp/B0DD8HL23R,https://m.media-amazon.com/images/I/81DVyBtY9UL._AC_UY654_FMwebp_QL65_.jpg,1,$69.99,FALSE,FALSE,TRUE,FALSE,500+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B0CTBBKY45,"SAMSUNG Galaxy A25 5G (SM-A256E/DS), 256GB 8GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Blue Black)",$229.99,,USD,3.9,0,https://www.amazon.com/dp/B0CTBBKY45,https://m.media-amazon.com/images/I/51gM-p2VCjL._AC_UY654_FMwebp_QL65_.jpg,5,$204.49,FALSE,FALSE,FALSE,FALSE,400+ bought in past month,"FREE delivery Dec 17 - 19 Or fastest delivery Mon, Dec 16 Arrives before ChristmasOnly 19 left in stock - order soon.",TRUE
B09P147NYF,"VTech VG208 DECT 6.0 Corded/Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID, Large Backlit Display, Duplex Speakerphone, Intercom, Line-Power(Silver/Black)",$52.05,,USD,4.2,0,https://www.amazon.com/dp/B09P147NYF,https://m.media-amazon.com/images/I/719VUBk0ygL._AC_UY654_FMwebp_QL65_.jpg,2,$29.92,FALSE,FALSE,TRUE,FALSE,900+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CTQDMHBH,"[New] VTech VG131-11 DECT 6.0 Cordless Phone - Bluetooth Connection, Blue-White Display, Big Buttons, Full Duplex, Caller ID, Easy Wall Mount, 1000ft Range (Black)",$19.95,,USD,4.2,0,https://www.amazon.com/dp/B0CTQDMHBH,https://m.media-amazon.com/images/I/71nvHU94v5L._AC_UY654_FMwebp_QL65_.jpg,2,$15.23,FALSE,FALSE,TRUE,FALSE,2K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B085TCRFST,"Alcatel 1 (16GB) 5.0&quot; Full View Display, Removable Battery, FM Radio, Dual SIM GSM Unlocked US &amp; Global 4G LTE International Version 5033E (Bluish Black)",$49.99,,USD,3.6,0,https://www.amazon.com/dp/B085TCRFST,https://m.media-amazon.com/images/I/81wN2woIouL._AC_UY654_FMwebp_QL65_.jpg,1,$49.99,FALSE,FALSE,TRUE,FALSE,400+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B08HL64JS8,Samsung Galaxy Note 20 Ultra 128GB Unlocked Android Smartphone - Mystic Black (Renewed),$324.87,,USD,4,0,https://www.amazon.com/dp/B08HL64JS8,https://m.media-amazon.com/images/I/51K8fXcORkL._AC_UY654_FMwebp_QL65_.jpg,18,$266.88,FALSE,FALSE,FALSE,TRUE,1K+ bought in past month,"FREE delivery Sat, Dec 14 Or fastest delivery Tomorrow, Dec 13 Arrives before ChristmasOnly 2 left in stock - order soon.",TRUE
B09PGQKPT4,"AT&amp;T CL82319 DECT 6.0 3-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Black",$69.95,$78.95,USD,4.3,0,https://www.amazon.com/dp/B09PGQKPT4,https://m.media-amazon.com/images/I/71nf0v0bTQL._AC_UY654_FMwebp_QL65_.jpg,3,$40.35,FALSE,FALSE,TRUE,FALSE,300+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B09V9Z1WLN,"SAMSUNG Galaxy S22 5G, US Version, 128GB, Pink Gold - Unlocked (Renewed)",$249.99,,USD,4,0,https://www.amazon.com/dp/B09V9Z1WLN,https://m.media-amazon.com/images/I/51W2KpbkmWL._AC_UY654_FMwebp_QL65_.jpg,8,$210.00,FALSE,FALSE,FALSE,TRUE,300+ bought in past month,"FREE delivery Dec 17 - 19 Or fastest delivery Mon, Dec 16 Arrives before ChristmasOnly 2 left in stock - order soon.",TRUE
B0CFB7W1W2,Total By Verizon | Motorola Moto g Play | Locked | 32GB | 5000mAh Battery |16MP Triple Camera System | 6.5 inches 90Hz HD+ Display | Black,$49.88,,USD,3.8,0,https://www.amazon.com/dp/B0CFB7W1W2,https://m.media-amazon.com/images/I/71pGGUaxezL._AC_UY654_FMwebp_QL65_.jpg,1,$49.88,FALSE,FALSE,TRUE,FALSE,300+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0BK5HRGXM,Moto G 5G | 2022 | 2-Day Battery | GSM Unlocked | Made for US by Motorola | 4/64GB | 50 MP Camera | Moonlight Gray (Renewed),$79.99,$149.95,USD,4,0,https://www.amazon.com/dp/B0BK5HRGXM,https://m.media-amazon.com/images/I/61tPVljgeDL._AC_UY654_FMwebp_QL65_.jpg,14,$71.24,FALSE,FALSE,TRUE,FALSE,300+ bought in past month,"FREE delivery Mon, Dec 23 Or fastest delivery Fri, Dec 20 Arrives before ChristmasOnly 17 left in stock - order soon.",FALSE
B08H8VZ6PV,Google Pixel 4a with 5G - Android Phone - New Unlocked Smartphone with Night Sight and Ultrawide Lens - Just Black,$169.00,,USD,4.2,0,https://www.amazon.com/dp/B08H8VZ6PV,https://m.media-amazon.com/images/I/71C0OH4WfpL._AC_UY654_FMwebp_QL65_.jpg,12,$119.00,FALSE,FALSE,FALSE,FALSE,300+ bought in past month,"FREE delivery Dec 13 - 16 Or fastest delivery Tomorrow, Dec 13 Arrives before ChristmasOnly 1 left in stock - order soon.",TRUE
B08LZSS3DJ,Samsung Galaxy A71 5G LTE Verizon | 6.7&quot; AMOLED Screen |128GB of Storage | Long Lasting Battery | Single SIM | 2020 Model | Black - (SM-A716VTKMVZW) (Renewed),$144.44,$154.44,USD,3.9,0,https://www.amazon.com/dp/B08LZSS3DJ,https://m.media-amazon.com/images/I/81riRaemLZL._AC_UY654_FMwebp_QL65_.jpg,11,$110.42,FALSE,FALSE,TRUE,TRUE,50+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B088B1Y75K,"AT&amp;T DL72219 DECT 6.0 2-Handset Cordless Phone for Home with Connect to Cell, Call Blocking, 1.8&quot; Backlit Screen, Big Buttons, intercom, and Unsurpassed Range",$49.95,,USD,4.2,0,https://www.amazon.com/dp/B088B1Y75K,https://m.media-amazon.com/images/I/81zKUmUOwwL._AC_UY654_FMwebp_QL65_.jpg,2,$34.06,FALSE,FALSE,TRUE,FALSE,2K+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B092NTYZ78,"Panasonic Compact Cordless Phone with DECT 6.0, 1.6&quot; Amber LCD and Illuminated HS Keypad, Call Block, Caller ID, Multiple Display Languages - 1 Handset - KX-TGB810S (Black/Silver)",$24.99,,USD,4.2,0,https://www.amazon.com/dp/B092NTYZ78,https://m.media-amazon.com/images/I/81k6vcykYYL._AC_UY654_FMwebp_QL65_.jpg,3,$15.59,FALSE,FALSE,TRUE,FALSE,2K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0BF8C19NJ,"AT&amp;T EL51303 3 Handset DECT 6.0 Cordless Home Phone Full-Duplex Handset Speakerphone,Backlit Display, Lighted Keypad,Caller ID/Call Waiting,Phonebook, Eco Mode,Voicemail Key,Quiet Mode,Intercom,Silver",$57.40,,USD,4.3,0,https://www.amazon.com/dp/B0BF8C19NJ,https://m.media-amazon.com/images/I/81d38g-y5UL._AC_UY654_FMwebp_QL65_.jpg,2,$26.74,FALSE,FALSE,TRUE,FALSE,500+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0BZK41SXZ,"Panasonic Cordless Phone with Advanced Call Block, Bilingual Caller ID and Easy to Read Large High-Contrast Display, Expandable System with 3 Handsets - KX-TGD813B (Black)",$69.99,$79.99,USD,4.2,0,https://www.amazon.com/dp/B0BZK41SXZ,https://m.media-amazon.com/images/I/71EwV07SA3L._AC_UY654_FMwebp_QL65_.jpg,3,$41.81,FALSE,FALSE,TRUE,FALSE,100+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CQ5C2274,"Samsung Galaxy A15 (SM-A155F/DSN), 128GB 4GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Blue Black)",$150.00,,USD,4,0,https://www.amazon.com/dp/B0CQ5C2274,https://m.media-amazon.com/images/I/61ik5H38BXL._AC_UY654_FMwebp_QL65_.jpg,8,$129.99,FALSE,FALSE,TRUE,FALSE,400+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B0DGP9TS6Y,"NUU N10 Basic Cell Phone for T-Mobile, Mint, Metro, Qlink, Tello and More 4GB/128GB, Perfect for Teenagers, Dual SIM 4G, Octa-Core 6.6&quot; 90Hz HD+, Unlocked Phones Android Phone 14, US Warranty (White)",$89.99,$99.99,USD,4.3,0,https://www.amazon.com/dp/B0DGP9TS6Y,https://m.media-amazon.com/images/I/71unihz7b7L._AC_UY654_FMwebp_QL65_.jpg,3,$89.09,FALSE,FALSE,TRUE,FALSE,1K+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B0DBLX4FTT,"UMIDIGI G9T Cell Phone, Android 14 Smartphone Unlocked, 6.75&quot; HD+ 90Hz Display, 5000mAh Battery, 18W Fast Charging, 8(4+4)+128GB/1TB TF, 13MP Camera, AI Face &amp; Fingerprint Unlock, 4G Dual SIM, GPS",$109.99,,USD,4.2,0,https://www.amazon.com/dp/B0DBLX4FTT,https://m.media-amazon.com/images/I/616GSePFvrL._AC_UY654_FMwebp_QL65_.jpg,1,$109.99,FALSE,FALSE,TRUE,FALSE,500+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B08CHRHFRL,Samsung Galaxy A01 16GB BLACK VERIZON (Renewed),$51.54,$69.99,USD,3.7,0,https://www.amazon.com/dp/B08CHRHFRL,https://m.media-amazon.com/images/I/51fVGMJhmyL._AC_UY654_FMwebp_QL65_.jpg,14,$47.00,FALSE,FALSE,TRUE,TRUE,300+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0DBLX4FTT,"UMIDIGI G9T Cell Phone, Android 14 Smartphone Unlocked, 6.75&quot; HD+ 90Hz Display, 5000mAh Battery, 18W Fast Charging, 8(4+4)+128GB/1TB TF, 13MP Camera, AI Face &amp; Fingerprint Unlock, 4G Dual SIM, GPS",$109.99,,USD,4.2,0,https://www.amazon.com/dp/B0DBLX4FTT,https://m.media-amazon.com/images/I/616GSePFvrL._AC_UY654_FMwebp_QL65_.jpg,1,$109.99,FALSE,FALSE,TRUE,FALSE,500+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B08CHRHFRL,Samsung Galaxy A01 16GB BLACK VERIZON (Renewed),$51.54,$69.99,USD,3.7,0,https://www.amazon.com/dp/B08CHRHFRL,https://m.media-amazon.com/images/I/51fVGMJhmyL._AC_UY654_FMwebp_QL65_.jpg,14,$47.00,FALSE,FALSE,TRUE,TRUE,300+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0D897WH4K,Bold K50 | 5G| 2024 | All-Day Battery | Unlocked | 6.7” FHD+ 3D AMOLED | 256/8GB | Triple 64MP Camera | US Version | US Warranty | Purple,$199.99,,USD,4.3,0,https://www.amazon.com/dp/B0D897WH4K,https://m.media-amazon.com/images/I/71KIwlL2QmL._AC_UY654_FMwebp_QL65_.jpg,2,$179.99,FALSE,FALSE,TRUE,FALSE,300+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0922TL5LK,"Big Button Phone for Seniors - Corded Landline Telephone - One-Touch Dialling for Visually Impaired - Amplified Ringer with Loud Speaker for Hearing Impaired, Ergonomic Non-Slip Grip",$39.99,,USD,3.7,0,https://www.amazon.com/dp/B0922TL5LK,https://m.media-amazon.com/images/I/715x4Ik3XOL._AC_UY654_FMwebp_QL65_.jpg,1,$39.99,FALSE,FALSE,TRUE,FALSE,500+ bought in past month,"FREE delivery Fri, Dec 20 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B09B1NY84G,Samsung Galaxy A32 (5G) 64GB A326U (T-Mobile/Sprint Unlocked) 6.5&quot; Display Quad Camera Long Lasting Battery Smartphone - Black (Renewed),$99.94,$107.57,USD,3.9,0,https://www.amazon.com/dp/B09B1NY84G,https://m.media-amazon.com/images/I/61wXWc-NAmL._AC_UY654_FMwebp_QL65_.jpg,26,$95.86,FALSE,FALSE,TRUE,TRUE,500+ bought in past month,"FREE delivery Fri, Dec 20 Or fastest delivery Thu, Dec 19 Arrives before Christmas",FALSE
B00005MITU,"AT&amp;T 210 Basic Trimline Corded Phone, No AC Power Required, Wall-Mountable, Black",$16.95,,USD,4.2,0,https://www.amazon.com/dp/B00005MITU,https://m.media-amazon.com/images/I/51KynNOuTeL._AC_UY654_FMwebp_QL65_.jpg,69,$11.21,FALSE,FALSE,TRUE,FALSE,700+ bought in past month,"FREE delivery Thu, Dec 19 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B01H1E3EAA,"AT&amp;T TRIMLINE 213 Corded Home Phone with Extra Big Buttons &amp; Visual Ringer. No AC Power Required, Improved Easy-Wall-Mount, Lighted Keypad, 10 Speed Dial Keys, Volume Control, Senior Friendly. White",$19.95,,USD,4.4,0,https://www.amazon.com/dp/B01H1E3EAA,https://m.media-amazon.com/images/I/71ghdMRVcbL._AC_UY654_FMwebp_QL65_.jpg,2,$12.91,FALSE,FALSE,TRUE,FALSE,1K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B088XZFKJ5,Samsung Galaxy A20 32GB 6.4&quot; Display A205U Black Unlocked Smartphone (Renewed),$84.99,$179.99,USD,3.9,0,https://www.amazon.com/dp/B088XZFKJ5,https://m.media-amazon.com/images/I/71-t9PoTerL._AC_UY654_FMwebp_QL65_.jpg,23,$73.06,FALSE,FALSE,TRUE,TRUE,500+ bought in past month,"FREE delivery Fri, Dec 20 Or fastest delivery Thu, Dec 19 Arrives before Christmas",FALSE
B09YDMWFT1,Motorola Moto Edge 5G UW 256gb Nebula Blue for Verizon (Renewed),$129.99,,USD,4.1,0,https://www.amazon.com/dp/B09YDMWFT1,https://m.media-amazon.com/images/I/61i17nviAvL._AC_UY654_FMwebp_QL65_.jpg,6,$77.38,FALSE,FALSE,FALSE,TRUE,200+ bought in past month,"FREE delivery Fri, Dec 20 Or fastest delivery Dec 17 - 19 Arrives before ChristmasOnly 13 left in stock - order soon.",FALSE
B0C5CJFVVD,"SAMSUNG Galaxy S20 FE 5G (128GB, 6GB) 6.5&quot; AMOLED, Snapdragon 865, Volte (Fully Unlocked for T-Mobile, AT&amp;T, Verizon, Global) G781U1 (w/Wireless Charger, Navy) (Renewed)",$179.99,,USD,3.6,0,https://www.amazon.com/dp/B0C5CJFVVD,https://m.media-amazon.com/images/I/51gfaY6FQwL._AC_UY654_FMwebp_QL65_.jpg,2,$155.00,FALSE,FALSE,FALSE,FALSE,100+ bought in past month,"FREE delivery Dec 16 - 17 Or fastest delivery Sat, Dec 14 Arrives before ChristmasOnly 2 left in stock - order soon.",TRUE
B0CBNLS6BD,"Motorola Moto G Stylus | 2022 | 2-Day Battery | Unlocked | Made for US 4/128GB | 50MP Camera | Twilight Blue | 4G RAM, 4G/3G cellular technology",$162.25,,USD,4.3,0,https://www.amazon.com/dp/B0CBNLS6BD,https://m.media-amazon.com/images/I/61Q-xaqufQL._AC_UY654_FMwebp_QL65_.jpg,7,$92.52,FALSE,FALSE,FALSE,FALSE,100+ bought in past month,FREE delivery Dec 18 - 20 Or fastest delivery Dec 16 - 17 Arrives before ChristmasOnly 8 left in stock - order soon.,FALSE
